state,pollutant,emissions,unit,fuel
NE,Fluoranthene,2.14166,LB,"Subbituminous Coal, Pulverized"
OH,Fluoranthene,1.740062,LB,"Subbituminous Coal, Pulverized"
OK,Fluoranthene,8.50649,LB,"Subbituminous Coal, Pulverized"
TX,Fluoranthene,10.505179,LB,"Subbituminous Coal, Pulverized"
WA,Fluoranthene,2.5052,LB,"Subbituminous Coal, Pulverized"
WY,Fluoranthene,1.48141,LB,"Subbituminous Coal, Pulverized"
LA,Fluoranthene,2.57789,LB,Pulverized Lignite
ND,Fluoranthene,1.030616,LB,Pulverized Lignite
TX,Fluoranthene,6.161649,LB,Pulverized Lignite
MT,Fluoranthene,0.205149,LB,Pulverized Lignite
ND,Fluoranthene,8.413078,LB,Pulverized Lignite
TX,Fluoranthene,29.49571,LB,Pulverized Lignite
ND,Fluoranthene,6.52134,LB,Lignite
ND,Fluoranthene,0.260145,LB,Lignite
MS,Fluoranthene,1.2,LB,Lignite
AR,Fluoranthene,0.0032777,LB,Residual Oil - Grade 6
CT,Fluoranthene,0.003032933,LB,Residual Oil - Grade 6
DE,Fluoranthene,0.00243742,LB,Residual Oil - Grade 6
FL,Fluoranthene,0.000264796,LB,Residual Oil - Grade 6
GA,Fluoranthene,0.002408131,LB,Residual Oil - Grade 6
HI,Fluoranthene,0.076101524,LB,Residual Oil - Grade 6
IL,Fluoranthene,5.05296E-07,LB,Residual Oil - Grade 6
IN,Fluoranthene,0.0001,LB,Residual Oil - Grade 6
LA,Fluoranthene,0.15050552,LB,Residual Oil - Grade 6
MA,Fluoranthene,0.02728171,LB,Residual Oil - Grade 6
MD,Fluoranthene,0,LB,Residual Oil - Grade 6
MI,Fluoranthene,0.007845,LB,Residual Oil - Grade 6
MN,Fluoranthene,0.0000126,LB,Residual Oil - Grade 6
NE,Fluoranthene,2.87167E-10,LB,Residual Oil - Grade 6
NJ,Fluoranthene,0.008263917,LB,Residual Oil - Grade 6
NV,Fluoranthene,6.49894E-07,LB,Residual Oil - Grade 6
NY,Fluoranthene,0.090290025,LB,Residual Oil - Grade 6
PA,Fluoranthene,0.035963526,LB,Residual Oil - Grade 6
PR,Fluoranthene,0.0276954,LB,Residual Oil - Grade 6
SC,Fluoranthene,0.00000378,LB,Residual Oil - Grade 6
VA,Fluoranthene,0,LB,Residual Oil - Grade 6
CT,Fluoranthene,0.044012344,LB,Residual Oil - Grade 6
DE,Fluoranthene,2.01732E-05,LB,Residual Oil - Grade 6
FL,Fluoranthene,0.03689176,LB,Residual Oil - Grade 6
GA,Fluoranthene,0.000231365,LB,Residual Oil - Grade 6
HI,Fluoranthene,0.0159321,LB,Residual Oil - Grade 6
MA,Fluoranthene,0,LB,Residual Oil - Grade 6
MD,Fluoranthene,0.00710965,LB,Residual Oil - Grade 6
NE,Fluoranthene,9.57222E-11,LB,Residual Oil - Grade 6
NV,Fluoranthene,0.002320569,LB,Residual Oil - Grade 6
NY,Fluoranthene,0.302139494,LB,Residual Oil - Grade 6
PA,Fluoranthene,0.027009975,LB,Residual Oil - Grade 6
VA,Fluoranthene,0.0954942,LB,Residual Oil - Grade 6
,Fluoranthene,0.001003636,LB,Distillate Oil - Grades 1 and 2
AK,Fluoranthene,0.009998659,LB,Distillate Oil - Grades 1 and 2
AL,Fluoranthene,0.0072864,LB,Distillate Oil - Grades 1 and 2
AZ,Fluoranthene,0.000535272,LB,Distillate Oil - Grades 1 and 2
CA,Fluoranthene,5.00842E-05,LB,Distillate Oil - Grades 1 and 2
CO,Fluoranthene,0.004090682,LB,Distillate Oil - Grades 1 and 2
CT,Fluoranthene,0.002397979,LB,Distillate Oil - Grades 1 and 2
DE,Fluoranthene,0.005189067,LB,Distillate Oil - Grades 1 and 2
FL,Fluoranthene,0.006430409,LB,Distillate Oil - Grades 1 and 2
GA,Fluoranthene,0.001032792,LB,Distillate Oil - Grades 1 and 2
HI,Fluoranthene,0.005770485,LB,Distillate Oil - Grades 1 and 2
IA,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
IL,Fluoranthene,0.006482719,LB,Distillate Oil - Grades 1 and 2
IN,Fluoranthene,0.0164841,LB,Distillate Oil - Grades 1 and 2
KS,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
KY,Fluoranthene,0.000147792,LB,Distillate Oil - Grades 1 and 2
LA,Fluoranthene,0.02280502,LB,Distillate Oil - Grades 1 and 2
MA,Fluoranthene,0.002500008,LB,Distillate Oil - Grades 1 and 2
MD,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
MI,Fluoranthene,0.026171018,LB,Distillate Oil - Grades 1 and 2
MN,Fluoranthene,0.000016836,LB,Distillate Oil - Grades 1 and 2
MO,Fluoranthene,0.000268172,LB,Distillate Oil - Grades 1 and 2
NE,Fluoranthene,3.51272E-05,LB,Distillate Oil - Grades 1 and 2
NJ,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
NM,Fluoranthene,0.000137887,LB,Distillate Oil - Grades 1 and 2
NV,Fluoranthene,1.33818E-08,LB,Distillate Oil - Grades 1 and 2
NY,Fluoranthene,0.00439236,LB,Distillate Oil - Grades 1 and 2
OH,Fluoranthene,0.033589702,LB,Distillate Oil - Grades 1 and 2
OK,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
OR,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
PA,Fluoranthene,0.00805092,LB,Distillate Oil - Grades 1 and 2
PR,Fluoranthene,0.008912032,LB,Distillate Oil - Grades 1 and 2
SC,Fluoranthene,0.025605226,LB,Distillate Oil - Grades 1 and 2
SD,Fluoranthene,0.000552,LB,Distillate Oil - Grades 1 and 2
TN,Fluoranthene,0.001107353,LB,Distillate Oil - Grades 1 and 2
UT,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
VA,Fluoranthene,0.000371104,LB,Distillate Oil - Grades 1 and 2
WA,Fluoranthene,0,LB,Distillate Oil - Grades 1 and 2
WI,Fluoranthene,0.002355981,LB,Distillate Oil - Grades 1 and 2
AK,Fluoranthene,0.000888,LB,Natural Gas
AR,Fluoranthene,0.01494783,LB,Natural Gas
AZ,Fluoranthene,0.001662467,LB,Natural Gas
CA,Fluoranthene,0.06178139,LB,Natural Gas
CO,Fluoranthene,0.002577276,LB,Natural Gas
CT,Fluoranthene,0.0059307,LB,Natural Gas
DE,Fluoranthene,0.006234554,LB,Natural Gas
FL,Fluoranthene,0.462184035,LB,Natural Gas
GA,Fluoranthene,0.000824212,LB,Natural Gas
IA,Fluoranthene,0.005540381,LB,Natural Gas
IL,Fluoranthene,0.003157338,LB,Natural Gas
IN,Fluoranthene,0.03379996,LB,Natural Gas
KS,Fluoranthene,0.047663633,LB,Natural Gas
KY,Fluoranthene,0,LB,Natural Gas
LA,Fluoranthene,1.180150491,LB,Natural Gas
MA,Fluoranthene,0.00951884,LB,Natural Gas
MD,Fluoranthene,0.015463416,LB,Natural Gas
MI,Fluoranthene,0.027104555,LB,Natural Gas
MN,Fluoranthene,0.011749505,LB,Natural Gas
MO,Fluoranthene,0.003930469,LB,Natural Gas
MS,Fluoranthene,0.261044598,LB,Natural Gas
NE,Fluoranthene,0.083849799,LB,Natural Gas
NJ,Fluoranthene,0.01179876,LB,Natural Gas
NM,Fluoranthene,0.074945723,LB,Natural Gas
NV,Fluoranthene,0.009793119,LB,Natural Gas
NY,Fluoranthene,0.125150795,LB,Natural Gas
OH,Fluoranthene,0.0052459,LB,Natural Gas
OK,Fluoranthene,0.268393024,LB,Natural Gas
OR,Fluoranthene,0.000469594,LB,Natural Gas
PA,Fluoranthene,0.392762626,LB,Natural Gas
PR,Fluoranthene,0,LB,Natural Gas
SC,Fluoranthene,0.00541063,LB,Natural Gas
SD,Fluoranthene,0,LB,Natural Gas
TN,Fluoranthene,0.002049158,LB,Natural Gas
TX,Fluoranthene,0.444258577,LB,Natural Gas
UT,Fluoranthene,0,LB,Natural Gas
VA,Fluoranthene,0.017708566,LB,Natural Gas
WA,Fluoranthene,0.00000402,LB,Natural Gas
WI,Fluoranthene,0.010644408,LB,Natural Gas
WV,Fluoranthene,0.000820842,LB,Natural Gas
WY,Fluoranthene,0.000072,LB,Natural Gas
AL,Fluoranthene,0.264306033,LB,Natural Gas
AR,Fluoranthene,0.000214032,LB,Natural Gas
AZ,Fluoranthene,0.00146532,LB,Natural Gas
CA,Fluoranthene,0.029617499,LB,Natural Gas
CO,Fluoranthene,0.010661916,LB,Natural Gas
CT,Fluoranthene,0.00106608,LB,Natural Gas
FL,Fluoranthene,0.007606471,LB,Natural Gas
GA,Fluoranthene,0.001885832,LB,Natural Gas
IA,Fluoranthene,0.033022524,LB,Natural Gas
IL,Fluoranthene,0.001280364,LB,Natural Gas
IN,Fluoranthene,0.00086828,LB,Natural Gas
KS,Fluoranthene,4.27674E-05,LB,Natural Gas
KY,Fluoranthene,0.006521758,LB,Natural Gas
LA,Fluoranthene,0.000207799,LB,Natural Gas
MA,Fluoranthene,0.001847368,LB,Natural Gas
MD,Fluoranthene,0.000559989,LB,Natural Gas
MI,Fluoranthene,0.00389516,LB,Natural Gas
MN,Fluoranthene,0.007032282,LB,Natural Gas
MO,Fluoranthene,0.006264,LB,Natural Gas
MS,Fluoranthene,0.001042105,LB,Natural Gas
MT,Fluoranthene,0.000325894,LB,Natural Gas
NC,Fluoranthene,0.000072,LB,Natural Gas
NE,Fluoranthene,0.030156825,LB,Natural Gas
NJ,Fluoranthene,0.009594686,LB,Natural Gas
NM,Fluoranthene,0.0005424,LB,Natural Gas
NV,Fluoranthene,0.010146017,LB,Natural Gas
NY,Fluoranthene,0.001842914,LB,Natural Gas
OH,Fluoranthene,0.012980019,LB,Natural Gas
OK,Fluoranthene,0.0176571,LB,Natural Gas
PA,Fluoranthene,0.007008947,LB,Natural Gas
PR,Fluoranthene,0.000687889,LB,Natural Gas
TN,Fluoranthene,0.002885052,LB,Natural Gas
TX,Fluoranthene,0.008727,LB,Natural Gas
UT,Fluoranthene,0.026087712,LB,Natural Gas
VA,Fluoranthene,0.00017328,LB,Natural Gas
WA,Fluoranthene,0,LB,Natural Gas
WI,Fluoranthene,0.00532706,LB,Natural Gas
AR,Fluoranthene,0.00442,LB,Natural Gas
AZ,Fluoranthene,0.01732195,LB,Natural Gas
CA,Fluoranthene,0.0000768,LB,Natural Gas
CT,Fluoranthene,0.0024036,LB,Natural Gas
DE,Fluoranthene,0.02145616,LB,Natural Gas
IL,Fluoranthene,3.41778E-06,LB,Natural Gas
IN,Fluoranthene,0.00073,LB,Natural Gas
KS,Fluoranthene,0.00722513,LB,Natural Gas
KY,Fluoranthene,0,LB,Natural Gas
LA,Fluoranthene,0.275626388,LB,Natural Gas
MA,Fluoranthene,0,LB,Natural Gas
MI,Fluoranthene,0.00217324,LB,Natural Gas
MO,Fluoranthene,0.001284,LB,Natural Gas
NE,Fluoranthene,1.06737E-09,LB,Natural Gas
NM,Fluoranthene,0.7528328,LB,Natural Gas
NY,Fluoranthene,0.27649102,LB,Natural Gas
OH,Fluoranthene,0.00176522,LB,Natural Gas
OK,Fluoranthene,0.0128299,LB,Natural Gas
SC,Fluoranthene,0.000720958,LB,Natural Gas
TX,Fluoranthene,0.360838632,LB,Natural Gas
UT,Fluoranthene,0.003276977,LB,Natural Gas
VA,Fluoranthene,0.004441385,LB,Natural Gas
WI,Fluoranthene,0.00051,LB,Natural Gas
WY,Fluoranthene,0.0001512,LB,Natural Gas
WI,Fluoranthene,0.08258,LB,Process Gas
FL,Fluoranthene,0.666731,LB,Petroleum Coke
MN,Fluoranthene,0.002516,LB,Petroleum Coke
OH,Fluoranthene,0.361882,LB,Petroleum Coke
WI,Fluoranthene,56.7022,LB,Petroleum Coke
AR,Fluoranthene,0.0421056,LB,Wood/Bark Waste
GA,Fluoranthene,0.0625408,LB,Wood/Bark Waste
MI,Fluoranthene,0.000732,LB,Wood/Bark Waste
WI,Fluoranthene,0.39977,LB,Wood/Bark Waste
AL,Fluoranthene,0.022336,LB,Wood/Bark Waste
CA,Fluoranthene,0.367035,LB,Wood/Bark Waste
FL,Fluoranthene,0.01216,LB,Wood/Bark Waste
GA,Fluoranthene,0.033126468,LB,Wood/Bark Waste
KY,Fluoranthene,0.00421974,LB,Wood/Bark Waste
MA,Fluoranthene,0,LB,Wood/Bark Waste
MI,Fluoranthene,1.7825,LB,Wood/Bark Waste
MN,Fluoranthene,1.51479112,LB,Wood/Bark Waste
OH,Fluoranthene,0.0117901,LB,Wood/Bark Waste
OR,Fluoranthene,0.00835436,LB,Wood/Bark Waste
VT,Fluoranthene,0.588775436,LB,Wood/Bark Waste
WA,Fluoranthene,0.01383334,LB,Wood/Bark Waste
WI,Fluoranthene,0.00029,LB,Wood/Bark Waste
CA,Fluoranthene,0.30684328,LB,Wood/Bark Waste
FL,Fluoranthene,0.02524549,LB,Wood/Bark Waste
IL,Fluoranthene,0.00307791,LB,Wood/Bark Waste
MI,Fluoranthene,0.182542,LB,Wood/Bark Waste
MN,Fluoranthene,0.72668,LB,Wood/Bark Waste
NE,Fluoranthene,1.10345E-10,LB,Wood/Bark Waste
NY,Fluoranthene,13.65968,LB,Wood/Bark Waste
OH,Fluoranthene,0.10855,LB,Wood/Bark Waste
PA,Fluoranthene,0.030230374,LB,Wood/Bark Waste
SD,Fluoranthene,0.00156352,LB,Wood/Bark Waste
TN,Fluoranthene,0.0114869,LB,Wood/Bark Waste
VA,Fluoranthene,0,LB,Wood/Bark Waste
WA,Fluoranthene,0.01,LB,Wood/Bark Waste
WI,Fluoranthene,0.07119,LB,Wood/Bark Waste
MN,Fluoranthene,0.364408224,LB,Wood/Bark Waste
WI,Fluoranthene,0.02269,LB,Wood/Bark Waste
MI,Fluoranthene,0.346448,LB,Wood/Bark Waste
AZ,Fluoranthene,3.3913,LB,Wood/Bark Waste
IL,Fluoranthene,1.13593E-05,LB,Wood/Bark Waste
AZ,Fluoranthene,4.2948E-08,LB,Liquified Petroleum Gas (LPG)
CA,Fluoranthene,1.37013,LB,Solid Waste
LA,Fluoranthene,6.26,LB,Solid Waste
MN,Fluoranthene,1.80661E-05,LB,Liquid Waste
CA,Fluoranthene,0.02117,LB,Other Oil
AK,Fluoranthene,0.2043238,LB,Distillate Oil (Diesel)
DE,Fluoranthene,0.001802691,LB,Distillate Oil (Diesel)
IL,Fluoranthene,0.003215115,LB,Distillate Oil (Diesel)
MN,Fluoranthene,0.53503874,LB,Distillate Oil (Diesel)
NJ,Fluoranthene,0.383894901,LB,Distillate Oil (Diesel)
OH,Fluoranthene,0.004995503,LB,Distillate Oil (Diesel)
AK,Fluoranthene,2.066650219,LB,Distillate Oil (Diesel)
AL,Fluoranthene,0.010540817,LB,Distillate Oil (Diesel)
AR,Fluoranthene,0.006425907,LB,Distillate Oil (Diesel)
AZ,Fluoranthene,0.026240973,LB,Distillate Oil (Diesel)
CA,Fluoranthene,1.182295501,LB,Distillate Oil (Diesel)
CO,Fluoranthene,0.665978861,LB,Distillate Oil (Diesel)
CT,Fluoranthene,0.00432232,LB,Distillate Oil (Diesel)
DE,Fluoranthene,0.00073841,LB,Distillate Oil (Diesel)
FL,Fluoranthene,0.241320148,LB,Distillate Oil (Diesel)
GA,Fluoranthene,0.05764593,LB,Distillate Oil (Diesel)
HI,Fluoranthene,0.616098505,LB,Distillate Oil (Diesel)
IA,Fluoranthene,0.009771201,LB,Distillate Oil (Diesel)
ID,Fluoranthene,0.000003936,LB,Distillate Oil (Diesel)
IL,Fluoranthene,0.918959087,LB,Distillate Oil (Diesel)
IN,Fluoranthene,1.615424579,LB,Distillate Oil (Diesel)
KS,Fluoranthene,0.05967469,LB,Distillate Oil (Diesel)
KY,Fluoranthene,0.13711942,LB,Distillate Oil (Diesel)
LA,Fluoranthene,7.55512682,LB,Distillate Oil (Diesel)
MA,Fluoranthene,0.114811173,LB,Distillate Oil (Diesel)
MD,Fluoranthene,0.10535164,LB,Distillate Oil (Diesel)
MI,Fluoranthene,0.080390057,LB,Distillate Oil (Diesel)
MN,Fluoranthene,0.011959498,LB,Distillate Oil (Diesel)
MO,Fluoranthene,0.032392466,LB,Distillate Oil (Diesel)
MS,Fluoranthene,0.01665571,LB,Distillate Oil (Diesel)
MT,Fluoranthene,0.029310338,LB,Distillate Oil (Diesel)
NC,Fluoranthene,0.028007243,LB,Distillate Oil (Diesel)
ND,Fluoranthene,0.009544283,LB,Distillate Oil (Diesel)
NE,Fluoranthene,0.217079021,LB,Distillate Oil (Diesel)
NJ,Fluoranthene,0.029998125,LB,Distillate Oil (Diesel)
NM,Fluoranthene,0.004936716,LB,Distillate Oil (Diesel)
NV,Fluoranthene,0.035270065,LB,Distillate Oil (Diesel)
NY,Fluoranthene,0.122506906,LB,Distillate Oil (Diesel)
OH,Fluoranthene,0.018971004,LB,Distillate Oil (Diesel)
OK,Fluoranthene,0.021224705,LB,Distillate Oil (Diesel)
PA,Fluoranthene,0.078120905,LB,Distillate Oil (Diesel)
SC,Fluoranthene,0.062902398,LB,Distillate Oil (Diesel)
SD,Fluoranthene,0.0224572,LB,Distillate Oil (Diesel)
TN,Fluoranthene,0.065759438,LB,Distillate Oil (Diesel)
TX,Fluoranthene,0.04446149,LB,Distillate Oil (Diesel)
UT,Fluoranthene,0.079683817,LB,Distillate Oil (Diesel)
VA,Fluoranthene,0.030485161,LB,Distillate Oil (Diesel)
WA,Fluoranthene,0,LB,Distillate Oil (Diesel)
WI,Fluoranthene,0.017134938,LB,Distillate Oil (Diesel)
WV,Fluoranthene,0.002528512,LB,Distillate Oil (Diesel)
WY,Fluoranthene,0.2110896,LB,Distillate Oil (Diesel)
CA,Fluoranthene,0.330624,LB,Distillate Oil (Diesel)
NC,Fluoranthene,0.005686269,LB,Distillate Oil (Diesel)
NY,Fluoranthene,0.000854037,LB,Distillate Oil (Diesel)
OH,Fluoranthene,7.3685789,LB,Distillate Oil (Diesel)
TN,Fluoranthene,0.001362,LB,Distillate Oil (Diesel)
CA,Fluoranthene,0.0028224,LB,Distillate Oil (Diesel)
IL,Fluoranthene,0,LB,Distillate Oil (Diesel)
CA,Fluoranthene,1.323074,LB,Natural Gas
DE,Fluoranthene,33.8172788,LB,Natural Gas
IL,Fluoranthene,53.69672886,LB,Natural Gas
LA,Fluoranthene,8,LB,Natural Gas
NJ,Fluoranthene,0.2146415,LB,Natural Gas
NY,Fluoranthene,1.003850627,LB,Natural Gas
OH,Fluoranthene,120.6601459,LB,Natural Gas
CA,Fluoranthene,0.243567252,LB,Natural Gas
ID,Fluoranthene,1.28204E-07,LB,Natural Gas
LA,Fluoranthene,0.000187143,LB,Natural Gas
MA,Fluoranthene,0,LB,Natural Gas
MN,Fluoranthene,0.000282106,LB,Natural Gas
OR,Fluoranthene,0.03538594,LB,Natural Gas
SC,Fluoranthene,0.000003608,LB,Natural Gas
WV,Fluoranthene,0.0001322,LB,Natural Gas
WV,Fluoranthene,0.0000234,LB,Natural Gas
IN,Fluoranthene,0.000099,LB,Natural Gas
OH,Fluoranthene,0.021998,LB,Natural Gas
MN,Fluoranthene,0.56827,LB,Landfill Gas
DE,Fluoranthene,1707.928,LB,Kerosene/Naphtha (Jet Fuel)
WI,Fluoranthene,0.00953,LB,Kerosene/Naphtha (Jet Fuel)
PA,Fluorene,1.405626,LB,"Anthracite Coal, Pulverized"
AL,Fluorene,4.9013441,LB,"Bituminous Coal, Pulverized"
FL,Fluorene,3.42516,LB,"Bituminous Coal, Pulverized"
OK,Fluorene,1.59523,LB,"Bituminous Coal, Pulverized"
TX,Fluorene,2.18212,LB,"Bituminous Coal, Pulverized"
UT,Fluorene,5.20987,LB,"Bituminous Coal, Pulverized"
,Fluorene,1.40475,LB,"Bituminous Coal, Pulverized"
AL,Fluorene,7.8580476,LB,"Bituminous Coal, Pulverized"
AZ,Fluorene,3.484865,LB,"Bituminous Coal, Pulverized"
FL,Fluorene,13.9809119,LB,"Bituminous Coal, Pulverized"
GA,Fluorene,0.03093,LB,"Bituminous Coal, Pulverized"
IA,Fluorene,0.0798953,LB,"Bituminous Coal, Pulverized"
IL,Fluorene,1000.445416,LB,"Bituminous Coal, Pulverized"
IN,Fluorene,3.4144469,LB,"Bituminous Coal, Pulverized"
KS,Fluorene,0.1898616,LB,"Bituminous Coal, Pulverized"
KY,Fluorene,19.9388155,LB,"Bituminous Coal, Pulverized"
LA,Fluorene,6.95232,LB,"Bituminous Coal, Pulverized"
MA,Fluorene,1.0498305,LB,"Bituminous Coal, Pulverized"
MD,Fluorene,2.54002469,LB,"Bituminous Coal, Pulverized"
MI,Fluorene,2.42717,LB,"Bituminous Coal, Pulverized"
MN,Fluorene,0.03067616,LB,"Bituminous Coal, Pulverized"
NJ,Fluorene,1.44799149,LB,"Bituminous Coal, Pulverized"
NV,Fluorene,1.841681,LB,"Bituminous Coal, Pulverized"
NY,Fluorene,0.42561356,LB,"Bituminous Coal, Pulverized"
OH,Fluorene,8.697209,LB,"Bituminous Coal, Pulverized"
PA,Fluorene,3.996581582,LB,"Bituminous Coal, Pulverized"
TX,Fluorene,8.16544,LB,"Bituminous Coal, Pulverized"
VA,Fluorene,1.1742175,LB,"Bituminous Coal, Pulverized"
WV,Fluorene,9.09543137,LB,"Bituminous Coal, Pulverized"
IL,Fluorene,0.748454099,LB,Bituminous Coal
IN,Fluorene,1.32683,LB,Bituminous Coal
KY,Fluorene,5.700021,LB,Bituminous Coal
MD,Fluorene,0.431207,LB,Bituminous Coal
MO,Fluorene,0.254233,LB,Bituminous Coal
NE,Fluorene,0.908146,LB,Bituminous Coal
NJ,Fluorene,0.0934386,LB,Bituminous Coal
TN,Fluorene,1.51553,LB,Bituminous Coal
WV,Fluorene,0.0552963,LB,Bituminous Coal
IL,Fluorene,0.000506287,LB,Bituminous Coal
MO,Fluorene,0.0439847,LB,Bituminous Coal
OK,Fluorene,1.8786,LB,Bituminous Coal
VA,Fluorene,0.1517103,LB,Bituminous Coal
IA,Fluorene,0.0438852,LB,Bituminous Coal
MN,Fluorene,0.048822,LB,Bituminous Coal
,Fluorene,7.81525,LB,"Bituminous Coal, Pulverized"
AL,Fluorene,2.11877,LB,"Bituminous Coal, Pulverized"
AZ,Fluorene,4.244041,LB,"Bituminous Coal, Pulverized"
CO,Fluorene,0.6249,LB,"Bituminous Coal, Pulverized"
FL,Fluorene,2.9935156,LB,"Bituminous Coal, Pulverized"
GA,Fluorene,27.177128,LB,"Bituminous Coal, Pulverized"
IN,Fluorene,4.14596,LB,"Bituminous Coal, Pulverized"
KY,Fluorene,4.441402,LB,"Bituminous Coal, Pulverized"
MA,Fluorene,0.613913,LB,"Bituminous Coal, Pulverized"
MD,Fluorene,4.5574235,LB,"Bituminous Coal, Pulverized"
MI,Fluorene,2.9069,LB,"Bituminous Coal, Pulverized"
MO,Fluorene,0.0387033,LB,"Bituminous Coal, Pulverized"
NC,Fluorene,1.420199,LB,"Bituminous Coal, Pulverized"
OH,Fluorene,1.899764,LB,"Bituminous Coal, Pulverized"
UT,Fluorene,6.858285,LB,"Bituminous Coal, Pulverized"
VA,Fluorene,3.54725738,LB,"Bituminous Coal, Pulverized"
WV,Fluorene,4.786987,LB,"Bituminous Coal, Pulverized"
WY,Fluorene,1.01494,LB,"Bituminous Coal, Pulverized"
MD,Fluorene,0.415888,LB,Bituminous Coal
WV,Fluorene,1.37279,LB,Bituminous Coal
CA,Fluorene,0.0889013,LB,Bituminous Coal
CO,Fluorene,0.305792,LB,Bituminous Coal
KY,Fluorene,0.677426,LB,Bituminous Coal
MD,Fluorene,0.577212,LB,Bituminous Coal
PA,Fluorene,0.992918,LB,Bituminous Coal
FL,Fluorene,0.736335,LB,Bituminous Coal
HI,Fluorene,549.34,LB,Bituminous Coal
IL,Fluorene,0.00550121,LB,Bituminous Coal
MT,Fluorene,0.305388,LB,Bituminous Coal
PA,Fluorene,0.757419,LB,Bituminous Coal
WV,Fluorene,0.244226,LB,Bituminous Coal
AZ,Fluorene,1.155212,LB,"Subbituminous Coal, Pulverized"
LA,Fluorene,1.80586,LB,"Subbituminous Coal, Pulverized"
NJ,Fluorene,0.347224,LB,"Subbituminous Coal, Pulverized"
NM,Fluorene,1.10357,LB,"Subbituminous Coal, Pulverized"
,Fluorene,6.765615,LB,"Subbituminous Coal, Pulverized"
AR,Fluorene,2.13151,LB,"Subbituminous Coal, Pulverized"
AZ,Fluorene,3.87467,LB,"Subbituminous Coal, Pulverized"
CO,Fluorene,12.464935,LB,"Subbituminous Coal, Pulverized"
IA,Fluorene,0.87363121,LB,"Subbituminous Coal, Pulverized"
IL,Fluorene,0.10317819,LB,"Subbituminous Coal, Pulverized"
IN,Fluorene,8.19159,LB,"Subbituminous Coal, Pulverized"
KS,Fluorene,5.306836,LB,"Subbituminous Coal, Pulverized"
MI,Fluorene,21.2363,LB,"Subbituminous Coal, Pulverized"
MN,Fluorene,8.412672,LB,"Subbituminous Coal, Pulverized"
MO,Fluorene,7.16066,LB,"Subbituminous Coal, Pulverized"
NE,Fluorene,7.878314,LB,"Subbituminous Coal, Pulverized"
NM,Fluorene,4.80404,LB,"Subbituminous Coal, Pulverized"
NV,Fluorene,0.549853,LB,"Subbituminous Coal, Pulverized"
OH,Fluorene,2.735367,LB,"Subbituminous Coal, Pulverized"
OK,Fluorene,4.42755,LB,"Subbituminous Coal, Pulverized"
OR,Fluorene,1.806602,LB,"Subbituminous Coal, Pulverized"
TX,Fluorene,9.5518,LB,"Subbituminous Coal, Pulverized"
WY,Fluorene,11.033736,LB,"Subbituminous Coal, Pulverized"
IA,Fluorene,0.564521,LB,Subbituminous Coal
IL,Fluorene,0,LB,Subbituminous Coal
IN,Fluorene,0.93107,LB,Subbituminous Coal
KS,Fluorene,2.57356,LB,Subbituminous Coal
MN,Fluorene,1.7158,LB,Subbituminous Coal
MO,Fluorene,9.380941,LB,Subbituminous Coal
SD,Fluorene,1.48182,LB,Subbituminous Coal
TN,Fluorene,0.850874,LB,Subbituminous Coal
MN,Fluorene,0.25621,LB,Subbituminous Coal
AR,Fluorene,8.76,LB,"Subbituminous Coal, Pulverized"
CO,Fluorene,2.040924,LB,"Subbituminous Coal, Pulverized"
IA,Fluorene,0.0960023,LB,"Subbituminous Coal, Pulverized"
IL,Fluorene,0.05508286,LB,"Subbituminous Coal, Pulverized"
IN,Fluorene,0.655984,LB,"Subbituminous Coal, Pulverized"
KS,Fluorene,11.0421,LB,"Subbituminous Coal, Pulverized"
LA,Fluorene,2.2179,LB,"Subbituminous Coal, Pulverized"
MI,Fluorene,2.5405,LB,"Subbituminous Coal, Pulverized"
MN,Fluorene,5.77376,LB,"Subbituminous Coal, Pulverized"
MO,Fluorene,19.290165,LB,"Subbituminous Coal, Pulverized"
MT,Fluorene,8.376864,LB,"Subbituminous Coal, Pulverized"
NE,Fluorene,2.74112,LB,"Subbituminous Coal, Pulverized"
OH,Fluorene,2.234699,LB,"Subbituminous Coal, Pulverized"
OK,Fluorene,10.88747,LB,"Subbituminous Coal, Pulverized"
TX,Fluorene,13.44561,LB,"Subbituminous Coal, Pulverized"
WA,Fluorene,3.20641,LB,"Subbituminous Coal, Pulverized"
WY,Fluorene,1.89606,LB,"Subbituminous Coal, Pulverized"
LA,Fluorene,3.30499,LB,Pulverized Lignite
ND,Fluorene,1.321098,LB,Pulverized Lignite
TX,Fluorene,7.894924,LB,Pulverized Lignite
MT,Fluorene,0.263011,LB,Pulverized Lignite
ND,Fluorene,10.785872,LB,Pulverized Lignite
TX,Fluorene,37.80483,LB,Pulverized Lignite
ND,Fluorene,8.36068,LB,Lignite
ND,Fluorene,0.333519,LB,Lignite
MS,Fluorene,1.8,LB,Lignite
AR,Fluorene,0.00302714,LB,Residual Oil - Grade 6
CT,Fluorene,0.002801078,LB,Residual Oil - Grade 6
