#The Energy Information Administration (EIA),,,,,,,,,,,,,,,,,,,,,,,,,,
# https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2015.zip,,,,,,,,,,,,,,,,,,,,,,,,,,
# Page 4 Generator Data from file EIA923_Schedules_2_3_4_5_M_12_2015_Final_Revision.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant Id,"Combined Heat And
 Power Plant",Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Number,Sector Name,Generator Id,"Reported
Prime Mover","Net Generation
January","Net Generation
February","Net Generation
March","Net Generation
April","Net Generation
May","Net Generation
June","Net Generation
July","Net Generation
August","Net Generation
September","Net Generation
October","Net Generation
November","Net Generation
December","Net Generation
Year To Date",YEAR
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG2,CT,53565,39538,58744,41318,52538,41896,47169,47867,53948,38567,22605,35519,533274,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG3,CT,57110,45756,58951,54151,31236,34903,43034,38927,25468,35123,44599,52673,521931,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG4,CT,30095,45756,58390,51566,39504,35171,44225,41336,52029,16533,0,14372,428977,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG5,CT,38429,30965,1093,0,35726,43788,43240,44208,43723,47109,49422,27235,404938,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,GTG6,CT,83773,95486,88483,87081,90693,88945,90049,90000,89357,93415,59193,119159,1075634,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,STG1,CA,36010,26404,52226,43123,27813,37043,33208,42566,45790,17458,16503,31715,409859,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,STG2,CA,28081,15350,45225,39444,37827,16263,40996,34767,46852,30812,23126,20898,379641,2015
50006,Y,Linden Cogen Plant,EFS Cogen Holdings I LLC,3890,NJ,MAT,RFC,22,3,NAICS-22 Cogen,STG3,CA,35002,36134,6715,0,20315,37409,37963,40618,26994,26620,19554,37049,324373,2015
50035,N,MMWAC Resource Recovery Facility,Mid-Maine Waste Action Corp,22219,ME,NEW,NPCC,562212,4,Commercial NAICS Non-Cogen,ST1,ST,.,.,.,.,.,.,.,.,.,.,.,16415,16415,2015
50041,Y,Norton Powerhouse,Saint - Gobain Abrasives Inc,16544,MA,NEW,NPCC,327,7,Industrial NAICS Cogen,GEN1,ST,.,.,.,.,.,.,.,.,.,.,.,7901,7901,2015
50041,Y,Norton Powerhouse,Saint - Gobain Abrasives Inc,16544,MA,NEW,NPCC,327,7,Industrial NAICS Cogen,GEN2,ST,.,.,.,.,.,.,.,.,.,.,.,3950,3950,2015
50043,Y,Houston Chemical Complex Battleground,Oxy Vinyls LP,14254,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GT1,CT,35986,47237,31784,10458,45485,41250,42028,42779,39628,41644,46236,47426,471941,2015
50043,Y,Houston Chemical Complex Battleground,Oxy Vinyls LP,14254,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GT2,CT,40138,0,20464,41886,45698,42995,42515,44198,42758,33983,0,47233,401868,2015
50043,Y,Houston Chemical Complex Battleground,Oxy Vinyls LP,14254,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GT3,CT,54947,52684,55124,45968,27361,43163,47112,47264,44662,46523,51457,44212,560477,2015
50043,Y,Houston Chemical Complex Battleground,Oxy Vinyls LP,14254,TX,WSC,TRE,325,7,Industrial NAICS Cogen,ST,CA,42018,36862,37366,37034,42063,45291,46661,45623,42810,43624,35020,45401,499773,2015
50049,Y,Scotia Co-gen Humboldt Redwood Company LLC,Mendocino Forest Products,60153,CA,PACC,WECC,321,7,Industrial NAICS Cogen,GEN1,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50049,Y,Scotia Co-gen Humboldt Redwood Company LLC,Mendocino Forest Products,60153,CA,PACC,WECC,321,7,Industrial NAICS Cogen,GEN2,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50049,Y,Scotia Co-gen Humboldt Redwood Company LLC,Mendocino Forest Products,60153,CA,PACC,WECC,321,7,Industrial NAICS Cogen,GEN3,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50051,N,Penobscot Energy Recovery,ESOCO Orrington LLC,6036,ME,NEW,NPCC,562212,4,Commercial NAICS Non-Cogen,GEN1,ST,10437,9137,13225,15057,13827,14544,14866,15084,14533,14178,13949,13685,162522,2015
50061,Y,San Diego State University,San Diego State University,16625,CA,PACC,WECC,611,5,Commercial NAICS Cogen,GEN2,CT,2236,2537,1999,2375,2433,2306,2384,2830,2942,2817,2360,2168,29387,2015
50061,Y,San Diego State University,San Diego State University,16625,CA,PACC,WECC,611,5,Commercial NAICS Cogen,GEN3,CT,2138,2529,2106,2367,2443,2298,2234,2851,2942,2747,2209,2137,29001,2015
50061,Y,San Diego State University,San Diego State University,16625,CA,PACC,WECC,611,5,Commercial NAICS Cogen,GEN4,CA,592,620,880,897,853,952,744,1216,1291,912,721,670,10348,2015
50067,Y,Borger Plant,Sid Richardson Carbon Ltd,17145,TX,WSC,SPP,325188,7,Industrial NAICS Cogen,GEN1,ST,5204,5966,8468,7160,8509,8273,6360,7383,7322,7837,6966,6479,85925,2015
50071,N,Palm Beach Renewable Energy Facility 1,Solid Waste Authority of Palm Beach Co,17445,FL,SAT,FRCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,32260,26515,14871,24101,23823,13224,20223,24029,27287,17079,26373,25038,274823,2015
50087,Y,Univ of Massachusetts Medical Center,University of Massachusetts Medical,23955,MA,NEW,NPCC,611,5,Commercial NAICS Cogen,GEN1,ST,1000,1000,1000,337,0,129,1000,1000,100,0,0,0,5566,2015
50087,Y,Univ of Massachusetts Medical Center,University of Massachusetts Medical,23955,MA,NEW,NPCC,611,5,Commercial NAICS Cogen,GEN2,ST,0,23,0,924,1000,603,0,0,400,1000,1000,1000,5950,2015
50087,Y,Univ of Massachusetts Medical Center,University of Massachusetts Medical,23955,MA,NEW,NPCC,611,5,Commercial NAICS Cogen,GEN3,ST,1985,1526,1596,1411,1356,966,1226,988,1234,1216,1489,1344,16337,2015
50088,Y,University of Northern Iowa,University of Northern Iowa,21223,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN1,ST,1578,1388,1250,1134,91,998,520,1117,1323,1254,998,998,12649,2015
50099,Y,Tamarack Energy Partnership,Tamarack Energy Partners,18461,ID,MTN,WECC,22,3,NAICS-22 Cogen,GEN1,ST,2544,2367,2597,2062,2555,2415,3184,3474,2565,1910,2064,1967,29704,2015
50101,Y,WestRock (TX),WestRock (TX),12307,TX,WSC,TRE,322,7,Industrial NAICS Cogen,GEN1,ST,6111,5266,5948,5552,6058,6166,6105,6238,5969,5851,6114,3461,68839,2015
50101,Y,WestRock (TX),WestRock (TX),12307,TX,WSC,TRE,322,7,Industrial NAICS Cogen,GEN2,ST,19381,18322,1729,18144,19579,19508,21051,21258,20333,17077,18544,21765,216691,2015
50101,Y,WestRock (TX),WestRock (TX),12307,TX,WSC,TRE,322,7,Industrial NAICS Cogen,GEN3,ST,12273,11284,12994,10809,10664,10827,11332,11999,11370,10864,11569,12571,138556,2015
50109,N,Paris Energy Center,Paris Generation LP,54700,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GEN1,CT,13673,9815,10031,18253,11834,15481,22059,21450,14946,12103,16217,20779,186641,2015
50109,N,Paris Energy Center,Paris Generation LP,54700,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GEN2,CT,14013,10346,10078,19563,11186,15562,22348,24131,14993,9179,0,14914,166313,2015
50109,N,Paris Energy Center,Paris Generation LP,54700,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GEN3,CA,12346,9512,9228,18158,11186,14993,22436,22946,14946,10164,7306,16513,169734,2015
50110,Y,Sierra Pacific Burney Facility,Sierra Pacific Industries Inc,17164,CA,PACC,WECC,321,7,Industrial NAICS Cogen,GEN1,ST,9437,8189,9677,5806,9924,10611,10717,10780,8411,4193,6877,7660,102282,2015
50112,Y,Sierra Pacific Quincy Facility,Sierra Pacific Industries Inc,17164,CA,PACC,WECC,321,7,Industrial NAICS Cogen,GEN1,ST,7454,6301,12407,12693,8536,13939,15681,15433,12091,4657,4126,4379,117697,2015
50112,Y,Sierra Pacific Quincy Facility,Sierra Pacific Industries Inc,17164,CA,PACC,WECC,321,7,Industrial NAICS Cogen,GEN2,ST,1990,2120,2762,2773,2426,2086,1654,1774,1268,1463,644,932,21892,2015
50118,Y,Hal C Weaver Power Plant,University of Texas at Austin,19537,TX,WSC,TRE,611,5,Commercial NAICS Cogen,GEN10,CT,11408,15908,18824,18718,12742,0,0,0,0,0,0,0,77600,2015
50118,Y,Hal C Weaver Power Plant,University of Texas at Austin,19537,TX,WSC,TRE,611,5,Commercial NAICS Cogen,GEN4,CA,40,0,0,0,0,0,0,6,0,0,0,0,46,2015
50118,Y,Hal C Weaver Power Plant,University of Texas at Austin,19537,TX,WSC,TRE,611,5,Commercial NAICS Cogen,GEN5,CA,0,0,0,0,0,0,0,15,0,0,0,0,15,2015
50118,Y,Hal C Weaver Power Plant,University of Texas at Austin,19537,TX,WSC,TRE,611,5,Commercial NAICS Cogen,GEN7,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50118,Y,Hal C Weaver Power Plant,University of Texas at Austin,19537,TX,WSC,TRE,611,5,Commercial NAICS Cogen,GEN8,CT,6226,0,0,0,8158,22892,23529,23467,23146,21105,18644,18241,165408,2015
50118,Y,Hal C Weaver Power Plant,University of Texas at Austin,19537,TX,WSC,TRE,611,5,Commercial NAICS Cogen,GEN9,CA,3747,4240,5053,7154,8217,8259,8896,8944,8490,7200,4941,4367,79508,2015
50121,N,Valero Refinery Corpus Christi West,Valero Refining Co,19685,TX,WSC,TRE,32411,6,Industrial NAICS Non-Cogen,TG1,ST,7007,6096,7174,10545,7409,10751,9437,9290,7928,9163,9467,6625,100892,2015
50121,N,Valero Refinery Corpus Christi West,Valero Refining Co,19685,TX,WSC,TRE,32411,6,Industrial NAICS Non-Cogen,TG2,ST,7232,6252,8418,10535,9388,11789,11358,9437,8800,8849,9153,8046,109257,2015
50127,N,Signal Hill Generating LLC,Signal Hill Generating LLC,54777,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GTA,CT,-7,-14,104,1,50,-48,6,1057,380,-111,-28,-62,1328,2015
50127,N,Signal Hill Generating LLC,Signal Hill Generating LLC,54777,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GTB,CT,-6,-15,109,-14,56,-48,7,1114,416,-33,-33,-63,1490,2015
50127,N,Signal Hill Generating LLC,Signal Hill Generating LLC,54777,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GTC,CT,-6,-14,92,-1,48,-49,3,1005,359,-88,-31,-61,1257,2015
50127,N,Signal Hill Generating LLC,Signal Hill Generating LLC,54777,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,STD,CA,0,0,.,1,0,0,0,925,302,0,0,0,1228,2015
50141,Y,Snider Industries,Snider Industries Inc,27211,TX,WSC,SPP,321,7,Industrial NAICS Cogen,WGN1,ST,.,.,.,.,.,.,.,.,.,.,.,11506,11506,2015
50146,Y,Imperial Savannah LP,Imperial Savannah LP,27131,GA,SAT,SERC,311,7,Industrial NAICS Cogen,GENA,ST,1288,1112,1159,1158,1352,1428,1532,1354,1215,1443,1424,947,15412,2015
50146,Y,Imperial Savannah LP,Imperial Savannah LP,27131,GA,SAT,SERC,311,7,Industrial NAICS Cogen,GENB,ST,1439,1288,1440,1392,1648,1644,1760,1598,1700,1666,1532,1286,18393,2015
50146,Y,Imperial Savannah LP,Imperial Savannah LP,27131,GA,SAT,SERC,311,7,Industrial NAICS Cogen,GENC,ST,530,438,492,472,573,569,629,571,568,555,522,431,6350,2015
50146,Y,Imperial Savannah LP,Imperial Savannah LP,27131,GA,SAT,SERC,311,7,Industrial NAICS Cogen,GEND,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50148,Y,Linde Wilmington,Praxair Inc,15320,CA,PACC,WECC,325,7,Industrial NAICS Cogen,GEN1,CT,.,.,.,.,.,.,.,.,.,.,.,0,0,2015
50148,Y,Linde Wilmington,Praxair Inc,15320,CA,PACC,WECC,325,7,Industrial NAICS Cogen,GEN2,CA,.,.,.,.,.,.,.,.,.,.,.,0,0,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GE10,CA,6959,7027,6421,6057,5590,8326,8083,4730,8273,6281,7162,6253,81161,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GE11,CT,23623,1358,18135,16027,18414,21468,18795,19179,4308,0,14153,19550,175011,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GEN5,CA,1826,0,4154,4992,6537,8381,6164,3706,3409,3241,2160,1397,45965,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GEN6,CT,21476,15885,4530,0,12571,18546,16500,15248,17344,19837,9273,2765,153974,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GEN7,CA,1654,3316,1092,0,0,122,0,0,0,1409,1524,0,9118,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GEN8,CT,19342,19812,21486,16005,13211,0,0,4520,15151,32592,15501,21182,178802,2015
50150,Y,Union Carbide Seadrift Cogen,Union Carbide Corp-Seadrift,19450,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GEN9,CA,7859,6909,5792,0,3575,0,3632,6053,7077,8530,3315,7543,60286,2015
50152,Y,Dow St Charles Operations,Dow Chemical Co - St Charles,5352,LA,WSC,SERC,325,7,Industrial NAICS Cogen,CGN1,CT,86463,79246,68090,66994,75888,74553,75374,46058,73929,78678,78605,81775,885653,2015
50152,Y,Dow St Charles Operations,Dow Chemical Co - St Charles,5352,LA,WSC,SERC,325,7,Industrial NAICS Cogen,CGN2,CT,34657,0,56393,71732,78060,72525,75432,73978,68871,73171,72207,75310,752336,2015
50152,Y,Dow St Charles Operations,Dow Chemical Co - St Charles,5352,LA,WSC,SERC,325,7,Industrial NAICS Cogen,CSTG,CA,17913,16528,10235,9191,16779,15699,17941,17039,15785,16184,15459,16616,185369,2015
50152,Y,Dow St Charles Operations,Dow Chemical Co - St Charles,5352,LA,WSC,SERC,325,7,Industrial NAICS Cogen,STG,CA,10680,7517,10817,12235,13076,11400,13481,10779,12271,13040,12799,13319,141414,2015
50184,Y,Weyerhaeuser Columbus MS,Weyerhaeuser Co,20492,MS,ESC,SERC,322,7,Industrial NAICS Cogen,TG1,ST,3008,16833,18834,40464,41256,39439,41968,38964,38729,33703,35557,35353,384108,2015
50184,Y,Weyerhaeuser Columbus MS,Weyerhaeuser Co,20492,MS,ESC,SERC,322,7,Industrial NAICS Cogen,TG2,ST,31070,18734,0,0,0,0,0,0,2729,5008,9215,10151,76907,2015
50184,Y,Weyerhaeuser Columbus MS,Weyerhaeuser Co,20492,MS,ESC,SERC,322,7,Industrial NAICS Cogen,TG3,ST,6806,6967,2746,5872,7002,7554,7763,6859,7423,5825,5592,6154,76563,2015
50184,Y,Weyerhaeuser Columbus MS,Weyerhaeuser Co,20492,MS,ESC,SERC,322,7,Industrial NAICS Cogen,TG4,ST,54,0,0,0,0,0,0,0,0,0,2,0,56,2015
50185,Y,Cosmo Specialty Fibers Plant,Cosmo Specialty Fibers,20547,WA,PACC,WECC,322,7,Industrial NAICS Cogen,TG1,ST,4556,3787,4053,4110,4077,3720,3806,2904,3725,4584,4711,4772,48805,2015
50185,Y,Cosmo Specialty Fibers Plant,Cosmo Specialty Fibers,20547,WA,PACC,WECC,322,7,Industrial NAICS Cogen,TG2,ST,6075,5050,5404,5480,5436,4960,5075,3871,4966,6112,6088,6363,64880,2015
50187,Y,Weyerhaeuser Longview WA,Weyerhaeuser Co,20548,WA,PACC,WECC,322122,7,Industrial NAICS Cogen,TG1,ST,2971,1368,3080,2970,2970,2779,3145,2783,1407,3423,3816,3796,34507,2015
50187,Y,Weyerhaeuser Longview WA,Weyerhaeuser Co,20548,WA,PACC,WECC,322122,7,Industrial NAICS Cogen,TG2,ST,3045,1613,3442,3397,3506,2710,3513,2397,2819,3786,3399,3411,37038,2015
50187,Y,Weyerhaeuser Longview WA,Weyerhaeuser Co,20548,WA,PACC,WECC,322122,7,Industrial NAICS Cogen,TG4,ST,8324,6668,8155,7053,7629,6872,8791,8696,7808,8235,8089,5240,91559,2015
50187,Y,Weyerhaeuser Longview WA,Weyerhaeuser Co,20548,WA,PACC,WECC,322122,7,Industrial NAICS Cogen,TG5,ST,6274,6744,10981,8279,12503,10774,14462,10553,11022,13589,12205,12266,129652,2015
50188,Y,Weyerhaeuser New Bern NC,"Weyerhaeuser Co NR, New Bern CF",20511,NC,SAT,SERC,322,7,Industrial NAICS Cogen,TG2,ST,18804,18033,19906,18944,19806,17465,19267,19608,15798,11391,20402,20356,219780,2015
50189,Y,Domtar Paper Co LLC Plymouth NC,Domtar Paper Company LLC,55903,NC,SAT,SERC,322,7,Industrial NAICS Cogen,TG10,ST,28556,22296,19315,12519,13175,15023,15381,16335,15202,16786,17454,16048,208090,2015
50189,Y,Domtar Paper Co LLC Plymouth NC,Domtar Paper Company LLC,55903,NC,SAT,SERC,322,7,Industrial NAICS Cogen,TG7,ST,29,7,0,60,0,321,728,1338,317,0,78,469,3347,2015
50189,Y,Domtar Paper Co LLC Plymouth NC,Domtar Paper Company LLC,55903,NC,SAT,SERC,322,7,Industrial NAICS Cogen,TG8,ST,0,0,0,0,0,0,0,0,0,9,0,0,9,2015
50189,Y,Domtar Paper Co LLC Plymouth NC,Domtar Paper Company LLC,55903,NC,SAT,SERC,322,7,Industrial NAICS Cogen,TG9,ST,17229,20567,23071,13235,24442,22952,23459,27155,19971,23706,22302,22473,260561,2015
50191,Y,IP Springfield Oregon,International Paper Corporation,56289,OR,PACC,WECC,32213,7,Industrial NAICS Cogen,TG4,ST,7742,5281,6388,6915,7033,6406,0,0,0,3990,7757,7656,59168,2015
50192,Y,International Paper Valliant OK,International Paper - Valliant,56164,OK,WSC,SPP,32213,7,Industrial NAICS Cogen,TG1,ST,40920,36960,40176,37440,41664,41040,36456,30504,13680,41664,41760,43822,446086,2015
50201,N,Rabun Gap Cogen Facility,Multitrade Rabun Gap LLC,56216,GA,SAT,SERC,22,2,NAICS-22 Non-Cogen,ST2,ST,8184,8419,8789,8246,6913,8784,9332,9381,8923,7311,9186,9024,102492,2015
50202,N,WPS Power Niagara,Niagara Generation LLC,55807,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50208,N,Pinetree Power,Pinetree Power Inc,15064,NH,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,11087,10227,11326,10400,11252,10819,10970,11200,10979,1995,0,0,100255,2015
50215,N,York County Resource Recovery,York County Solid W & R Auth,21128,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,14477,16389,20751,20801,18288,19824,14758,21115,16560,19844,19907,19547,222261,2015
50216,Y,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GN91,CT,65173,58920,41244,46936,65743,61167,61486,62980,60716,168,60346,65538,650417,2015
50216,Y,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GN92,CT,64514,56766,64366,58541,37196,60923,61058,62246,59861,15577,61255,64337,666640,2015
50216,Y,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GN93,CT,62886,56644,60154,60971,62783,56487,61447,51207,58080,62947,63031,65565,722202,2015
50216,Y,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GN94,CT,37172,57142,62201,61510,59336,59688,61548,56711,56026,61873,60735,60519,694461,2015
50216,Y,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GN95,CA,17008,14307,0,14861,15844,15405,12134,0,8254,6414,9200,21405,134832,2015
50216,Y,Watson Cogeneration,ARCO Products Co-Watson,867,CA,PACC,WECC,32411,7,Industrial NAICS Cogen,GN96,CA,0,1735,18926,2012,0,0,5616,17129,13184,61556,13237,22827,156222,2015
50225,N,Regional Waste Systems,Ecomaine,15824,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,TG1,ST,7376,4915,7519,637,1655,8417,8203,8136,8256,7410,7470,8232,78226,2015
50229,Y,Texas Petrochemicals,"TPC Group, LLC",18760,TX,WSC,TRE,32511,7,Industrial NAICS Cogen,TG2,ST,20394,18002,23723,18402,18000,19244,18373,12932,14186,11365,15297,21087,211005,2015
50231,Y,SDS Lumber Gorge Energy Division,SDS Lumber Co,22803,WA,PACC,WECC,321,7,Industrial NAICS Cogen,TG2,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50231,Y,SDS Lumber Gorge Energy Division,SDS Lumber Co,22803,WA,PACC,WECC,321,7,Industrial NAICS Cogen,TG3,ST,0,56,560,613,199,1410,1351,1888,1307,82,553,70,8089,2015
50240,Y,Purdue University,Purdue University,15526,IN,ENC,RFC,611,5,Commercial NAICS Cogen,GEN1,ST,3502,5917,5604,1924,9092,6506,12681,12677,13179,8110,9591,7101,95882,2015
50240,Y,Purdue University,Purdue University,15526,IN,ENC,RFC,611,5,Commercial NAICS Cogen,GEN2,ST,5169,4802,3244,3254,2649,2876,2567,3396,3094,3204,3940,4277,42473,2015
50243,Y,Bucksport Generation LLC,Verso Bucksport LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,GEN2,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50243,Y,Bucksport Generation LLC,Verso Bucksport LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,GEN3,ST,17398,20162,19278,11915,2260,3032,1233,627,1536,1239,87,0,78767,2015
50243,Y,Bucksport Generation LLC,Verso Bucksport LLC,9303,ME,NEW,NPCC,22,3,NAICS-22 Cogen,GEN5,ST,2289,2313,1347,917,464,513,310,160,299,167,0,0,8779,2015
50244,Y,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN8,ST,4437,3981,4555,4568,4015,4000,4323,4330,3896,4399,4613,4571,51688,2015
50244,Y,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN9,ST,4489,4128,4506,4337,4262,4445,4231,3896,4132,4288,4597,4329,51640,2015
50244,Y,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,GN10,ST,4627,4060,4604,4547,3917,3885,4121,3904,3557,4442,4569,4634,50867,2015
50244,Y,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,GN11,ST,4493,4315,4660,3719,3979,4648,4710,4706,4118,2198,84,3800,45430,2015
50244,Y,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,GN12,ST,5704,4877,5406,5200,5074,4863,5245,4933,4697,5247,5674,5586,62506,2015
50244,Y,Canton North Carolina,Blue Ridge Paper Products Inc,23815,NC,SAT,SERC,322122,7,Industrial NAICS Cogen,GN13,ST,6887,5989,6866,6958,6500,6741,6047,6547,5999,7400,7391,6824,80149,2015
50250,Y,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN1,ST,22224,16642,19863,19904,21771,18930,19364,20328,21099,18268,22559,22047,242998,2015
50250,Y,International Paper Pensacola,International Paper Co-Pensacola,9401,FL,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN2,ST,22408,18405,26137,25377,25826,23556,22497,21469,23591,22247,21159,18436,271108,2015
50254,Y,KapStone Kraft Paper Corp,KapStone Kraft Paper Corp,55771,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,GEN1,ST,18171,17005,17552,11367,15332,15153,15279,15092,14263,15439,15641,16831,187125,2015
50270,Y,ExxonMobil Santa Ynez Facility,Exxon Mobil Production Co,6529,CA,PACC,WECC,211,7,Industrial NAICS Cogen,GTG1,CT,.,.,.,.,.,.,.,.,.,.,.,129635,129635,2015
50270,Y,ExxonMobil Santa Ynez Facility,Exxon Mobil Production Co,6529,CA,PACC,WECC,211,7,Industrial NAICS Cogen,STG1,CA,.,.,.,.,.,.,.,.,.,.,.,20525,20525,2015
50273,N,Pioneer Valley Resource Recovery,Covanta Springfield LLC,56125,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,DLV1,ST,.,.,.,.,.,.,.,.,.,.,.,42229,42229,2015
50275,Y,Park 500 Philip Morris USA,Park 500 Philip Morris USA,14465,VA,SAT,SERC,312,7,Industrial NAICS Cogen,TG3,ST,2414,1846,4133,3247,2632,1608,2827,3216,1939,2682,2809,2525,31877,2015
50277,N,ReEnergy Chateaugay Power Station,ReEnergy Chateaugay LLC,57433,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50279,N,Archbald Power Station,PEI Power Corp,22174,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GEN1,ST,12376,9926,11150,8912,11671,11795,11075,12703,11971,9837,11550,11403,134369,2015
50282,Y,Luke Mill,NewPage Corp-Luke,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,GEN1,ST,.,10694,13068,10640,8621,3194,10558,5281,9278,7217,8789,10018,97358,2015
50282,Y,Luke Mill,NewPage Corp-Luke,50097,MD,SAT,RFC,322122,7,Industrial NAICS Cogen,GEN2,ST,.,13153,13376,8879,5833,10337,9569,12046,9345,3111,4841,7686,98176,2015
50284,Y,American Eagle Paper Mills,American Eagle Paper Mills,49923,PA,MAT,RFC,322122,7,Industrial NAICS Cogen,TG3,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50284,Y,American Eagle Paper Mills,American Eagle Paper Mills,49923,PA,MAT,RFC,322122,7,Industrial NAICS Cogen,TG4,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50284,Y,American Eagle Paper Mills,American Eagle Paper Mills,49923,PA,MAT,RFC,322122,7,Industrial NAICS Cogen,TG5,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
50284,Y,American Eagle Paper Mills,American Eagle Paper Mills,49923,PA,MAT,RFC,322122,7,Industrial NAICS Cogen,TG6,ST,3624,2886,3229,3069,2839,2760,2511,2733,2511,2807,2716,2665,34350,2015
